CONTROL,VIV_SEL,HOGAR,R_SEL,FAC_ELE
1440400,01,03,01,000728
1440400,02,01,04,002912
1440400,03,01,05,004368
1440400,04,01,02,002184
1440401,01,01,01,002451
1440401,02,01,05,004085
1440401,03,01,04,003268
1440401,04,01,02,001634
1440401,05,01,02,001634
1440404,01,01,01,000675
1440404,02,01,02,002025
1440404,03,01,04,002700
1440404,04,01,01,000675
1440404,05,01,01,001350
1440405,01,01,05,001756
1440405,03,01,01,001756
1440405,05,01,02,001756
1440408,01,01,02,001464
1440408,02,01,02,001464
1440408,02,02,01,001464
1440408,03,01,01,001464
1440408,04,01,01,001464
1440408,05,01,02,002196
1440409,02,01,01,004090
1440409,03,01,01,000818
1440409,04,01,01,000818
1440409,05,01,04,003272
1440410,01,01,02,001618
1440410,02,01,01,000809
1440410,03,01,02,001618
1440410,04,01,02,001618
1440410,05,01,02,001618
1440412,01,01,01,002218
1440412,02,01,04,004436
1440412,03,01,01,002218
1440412,04,01,01,002218
1440412,05,01,02,002218
1440414,01,01,01,002670
1440414,02,01,03,002670
1440414,03,01,01,001780
1440414,04,01,02,002670
1440415,01,01,01,000822
1440415,02,01,02,002466
1440415,03,01,02,001644
1440415,04,01,01,002466
1440415,05,01,01,001644
1440430,02,01,01,000833
1440430,02,02,01,000833
1440430,03,01,02,001666
1440430,04,01,01,001666
1440430,05,01,01,002499
1440431,02,01,02,001556
1440431,03,01,01,001556
1440431,04,01,01,001556
1440431,05,01,01,001556
1440432,01,01,01,003258
1440432,02,01,02,002172
1440434,01,01,01,001780
1440434,02,01,04,003560
1440434,02,02,01,000890
1440434,03,01,01,000890
1440434,04,01,01,001780
1440434,05,01,04,003560
1440437,01,01,01,002694
1440437,03,01,01,002694
1440437,04,01,01,000898
1440437,05,01,01,002694
1440437,05,02,02,001796
1440437,05,03,02,001796
1440438,01,01,01,001658
1440438,02,01,01,000829
1440438,03,01,01,001658
1440438,04,01,02,001658
1440438,05,01,02,001658
1440439,01,01,01,002082
1440439,02,01,02,001388
1440439,03,01,01,001388
1440439,04,01,02,002082
1440439,05,01,02,001388
1440440,01,01,03,002756
1440440,02,01,02,002067
1440440,03,01,01,000689
1440440,04,01,01,001378
1440442,01,01,03,002487
1440442,02,01,02,001658
1440442,03,01,01,001658
1440442,04,01,01,001658
1440442,05,01,02,001658
1440443,01,01,04,003508
1440443,03,01,02,002631
1440443,04,01,03,002631
1440443,05,01,04,005262
1440448,01,01,03,002936
1440448,02,01,01,000734
1440448,03,01,01,000734
1440448,04,01,01,001468
1440448,05,01,02,001468
1440449,01,01,01,001956
1440449,02,01,01,000978
1440449,03,01,03,002934
1440449,04,01,01,001956
1440449,05,01,02,001956
1440451,01,01,02,002547
1440451,02,01,02,002547
1440451,03,01,01,003396
1440451,04,01,01,001698
1440451,05,01,02,001698
1440452,02,01,02,001808
1440452,03,01,01,003616
1440452,04,01,02,003616
1440452,05,01,01,001808
1440454,01,01,02,001611
1440454,02,01,02,001074
1440454,03,01,04,001611
1440454,04,01,02,001074
1440454,05,01,01,001074
1440456,01,01,03,002316
1440456,02,01,04,003088
1440456,03,01,01,000772
1440456,04,01,02,001544
1440456,05,01,02,001544
1440458,01,01,02,001809
1440458,03,01,01,001206
1440458,04,01,02,001206
1440458,05,01,02,001809
1440459,01,01,01,002013
1440459,02,01,01,001342
1440459,02,02,02,001342
1440459,03,01,01,000671
1440459,04,01,02,001342
1440460,01,01,04,004260
1440460,02,01,01,001704
1440460,03,01,01,001704
1440460,04,01,02,003408
1440461,01,01,02,001826
1440461,02,01,01,001826
1440461,03,01,02,001826
1440461,04,01,01,000913
1440461,05,01,02,001826
1440473,01,01,02,002298
1440473,02,01,02,004596
1440473,03,01,03,003447
1440473,05,01,02,002298
1440474,01,01,02,001516
1440474,02,01,01,002274
1440474,04,01,02,001516
1440474,05,01,01,000758
1440475,01,01,02,002193
1440475,02,01,01,002193
1440475,03,01,01,000731
1440475,04,01,02,001462
1440475,05,01,01,000731
1440478,02,01,03,002960
1440478,03,01,02,001480
1440478,04,01,01,000740
1440479,01,01,01,001462
1440479,02,01,05,001462
1440479,05,01,02,005117
1440480,01,01,01,001894
1440480,03,01,01,000947
1440480,04,01,01,002841
1440480,05,01,06,003788
1440484,02,01,01,000801
1440484,03,01,02,004005
1440484,05,01,02,003204
1440487,02,01,01,001752
1440487,03,01,01,004380
1440487,04,01,03,001752
1440488,01,01,09,004606
1440488,02,01,01,001316
1440488,03,01,04,001974
1440488,04,01,03,002632
1440489,02,01,01,001272
1440489,03,01,01,001272
1440489,04,01,01,001272
1440490,01,01,01,001504
1440490,02,01,06,003008
1440490,03,01,02,001504
1440490,04,01,01,000752
1440493,01,01,02,002421
1440493,02,01,01,000807
1440493,02,02,02,001614
1440493,02,03,02,001614
1440493,03,01,01,003228
1440493,04,01,01,001614
1440493,05,01,02,001614
1440494,01,01,01,001724
1440494,01,02,01,001724
1440494,02,01,01,003448
1440494,03,01,01,002586
1440494,03,02,01,002586
1440494,04,01,02,001724
1440494,05,01,02,001724
1440496,01,01,01,002046
1440496,02,01,01,002046
1440496,03,01,01,002046
1440496,04,01,01,001023
1440496,05,01,02,002046
1440498,01,01,01,000998
1440498,02,01,01,001996
1440498,03,01,02,002994
1440498,04,01,01,000998
1440498,05,01,01,000998
1440503,02,01,02,004805
1440503,03,01,01,001922
1440503,04,01,01,001922
1440504,01,01,02,001875
1440504,04,01,03,001875
1440506,01,01,02,001748
1440506,02,01,01,002622
1440506,04,01,01,000874
1440506,05,01,02,001748
1440507,01,01,02,002134
1440507,02,01,01,002134
1440507,03,01,01,002134
1440507,04,01,02,002134
1440507,05,01,01,003201
1440520,02,01,02,001452
1440520,03,01,01,001452
1440520,03,02,02,001452
1440520,04,01,02,002904
1440520,04,02,01,001452
1440520,05,01,01,001452
1440521,01,01,01,002673
1440521,02,01,02,001782
1440521,03,01,01,001782
1440521,04,01,02,002673
1440521,04,02,02,001782
1440521,05,01,02,001782
1440524,02,01,01,001412
1440524,03,01,01,001412
1440527,01,01,01,000630
1440527,02,01,03,001890
1440527,03,01,01,000630
1440527,05,01,02,001260
1440529,02,01,02,002715
1440529,03,01,01,001810
1440532,01,01,02,001380
1440532,02,01,02,002070
1440532,03,01,01,001380
1440532,04,01,03,002070
1440532,05,01,01,000690
1440533,01,01,03,002565
1440533,02,01,01,001710
1440533,03,01,01,001710
1440533,05,01,01,003420
1440534,01,01,02,001846
1440534,02,01,01,000923
1440534,03,01,02,001846
1440534,04,01,02,001846
1440534,05,01,02,001846
1440535,01,01,03,002416
1440535,02,01,02,001812
1440535,03,01,01,001208
1440535,04,01,01,001812
1440535,05,01,01,000604
1440536,01,01,01,001482
1440536,02,01,02,002964
1440536,03,01,02,001482
1440536,05,01,03,002223
1440537,01,01,02,001270
1440537,02,01,03,001270
1440537,03,01,03,001905
1440537,04,01,01,001270
1440537,05,01,01,000635
1440540,01,01,01,003400
1440540,02,01,01,001700
1440540,03,01,02,001700
1440540,04,01,01,000850
1440540,04,02,03,000850
1440540,05,01,01,001700
1440541,01,01,02,003540
1440541,02,01,03,002832
1440541,03,01,01,001416
1440541,03,02,01,001416
1440541,04,01,03,002124
1440541,05,01,01,002832
1440541,05,02,01,001416
1440544,01,01,01,002728
1440544,02,01,01,001364
1440544,03,01,01,001364
1440544,04,01,03,002728
1440544,05,01,02,001364
1440546,01,01,01,000889
1440546,02,01,01,002667
1440546,03,01,02,001778
1440546,04,01,04,003556
1440546,05,01,02,002667
1440547,01,01,03,002787
1440547,02,01,05,003716
1440547,03,01,02,001858
1440547,04,01,01,002787
1440547,05,01,02,003716
1440548,01,01,01,002538
1440548,02,01,03,001692
1440548,04,01,02,001692
1440548,04,02,02,001692
1440548,05,01,03,003384
1440549,01,01,03,003105
1440549,02,01,01,002070
1440549,04,01,02,002070
1440549,05,01,01,002070
1440550,01,01,01,002493
1440550,02,01,03,003324
1440550,02,02,02,002493
1440550,03,01,01,000831
1440550,04,01,02,004155
1440550,05,01,04,003324
1440551,01,01,02,001876
1440551,04,01,02,001876
1440551,05,01,02,001876
1440552,01,01,06,004410
1440552,02,01,05,003675
1440552,03,01,02,001470
1440552,04,01,01,002205
1440552,05,01,03,002205
1440565,02,01,01,000655
1440565,02,02,01,000655
1440565,02,03,01,000655
1440565,02,04,01,000655
1440565,03,01,02,001310
1440565,05,01,02,001310
1440566,01,01,01,001764
1440566,02,01,02,001764
1440566,03,01,01,001764
1440566,04,01,04,003528
1440566,05,01,01,000882
1440566,05,02,01,000882
1440568,01,01,01,000793
1440568,02,01,02,001586
1440568,03,01,01,001586
1440568,04,01,01,003172
1440568,05,01,02,001586
1440569,01,01,02,002013
1440569,02,01,01,001342
1440569,03,01,01,002684
1440569,04,01,02,001342
1440570,01,01,02,002502
1440570,02,01,04,003336
1440570,03,01,02,002502
1440570,04,01,04,001668
1440570,05,01,03,002502
1440571,01,01,04,004605
1440571,02,01,01,001842
1440571,03,01,05,005526
1440571,04,01,02,001842
1440571,05,01,03,002763
1440574,01,01,01,000806
1440574,02,01,05,002418
1440574,03,01,01,002418
1440574,05,01,02,002418
1440574,05,02,02,001612
1440575,01,01,02,001492
1440575,02,01,04,003730
1440575,03,01,05,003730
1440575,04,01,03,002984
1440575,05,01,01,001492
1440576,01,01,01,001560
1440576,04,01,02,003120
1440576,05,01,02,001560
1440577,01,01,01,003260
1440577,02,01,01,001630
1440577,03,01,02,001630
1440577,04,01,01,000815
1440577,05,01,01,000815
1440578,01,01,01,001686
1440578,02,01,01,003372
1440578,03,01,02,001686
1440578,04,01,01,000843
1440578,05,01,01,002529
1440580,01,01,02,001564
1440580,02,01,01,001564
1440580,03,01,01,001564
1440580,04,01,01,000782
1440580,04,02,01,001564
1440580,04,03,01,001564
1440580,05,01,01,001564
1440582,01,01,02,003576
1440582,02,01,02,001788
1440582,05,01,02,003576
1440583,01,01,03,001761
1440583,02,01,01,000587
1440583,03,01,02,001174
1440583,04,01,02,001174
1440584,02,01,02,001712
1440584,03,01,01,000856
1440584,04,01,01,000856
1440584,05,01,02,001712
1440585,01,01,01,001480
1440585,02,01,02,002220
1440585,04,01,01,000740
1440585,04,02,02,001480
1440585,05,01,01,001480
1440587,01,01,02,001662
1440587,02,01,01,001662
1440587,04,01,01,002493
1440587,05,01,01,000831
1440592,01,01,01,002274
1440592,02,01,01,001516
1440592,03,01,04,003032
1440592,04,01,01,001516
1440592,05,01,02,002274
1440593,01,01,01,001472
1440593,02,01,01,000736
1440593,05,01,03,003680
1440594,01,01,03,002133
1440594,02,01,01,000711
1440594,03,01,01,001422
1440594,04,01,03,003555
1440594,05,01,04,002844
1440597,01,01,01,001692
1440597,02,01,01,002538
1440597,03,01,01,000846
1440597,04,01,01,001692
1440597,05,01,02,001692
1440599,01,01,01,001546
1440599,02,01,02,001546
1440599,03,01,02,001546
1440599,04,01,02,002319
1440599,05,01,01,001546
1450001,01,01,02,001288
1450001,02,01,02,001932
1450001,03,01,01,000644
1450001,04,01,02,001932
1450001,05,01,01,001288
1450002,01,01,01,001518
1450002,02,01,02,001518
1450002,03,01,02,001518
1450002,04,01,02,001518
1450002,05,01,02,002277
1450002,06,01,02,002277
1450002,07,01,03,002277
1450002,08,01,01,000759
1450002,09,01,03,002277
1450002,10,01,01,001518
1450002,11,01,02,001518
1450002,12,01,01,001518
1450002,14,01,02,001518
1450002,15,01,03,003036
1450002,16,01,02,001518
1450002,17,01,02,001518
1450002,18,01,01,001518
1450002,19,01,01,001518
1450002,20,01,01,002277
1450003,01,01,02,000644
1450003,02,01,01,000644
1450003,03,01,01,000644
1450003,04,01,02,000644
1450003,05,01,01,000644
1450003,06,01,02,000644
1450003,08,01,01,000644
1450003,10,01,01,000322
1450003,11,01,06,001610
1450003,11,02,01,000322
1450003,12,01,01,000644
1450003,13,01,02,000966
1450003,15,01,02,000644
1450003,16,01,02,000644
1450003,17,01,02,000644
1450003,18,01,01,000322
1450003,19,01,02,000644
1450003,20,01,02,000644
1450005,01,01,01,001732
1450005,02,01,01,000866
1450005,03,01,02,001732
1450005,04,01,01,001732
1450005,05,01,01,001732
1450007,01,01,01,002056
1450007,02,01,01,002056
1450007,03,01,02,002056
1450007,04,01,02,002056
1450007,06,01,01,002056
1450007,07,01,01,001028
1450007,08,01,03,003084
1450007,09,01,01,001028
1450007,10,01,01,003084
1450007,11,01,03,003084
1450007,12,01,02,002056
1450007,13,01,02,002056
1450007,14,01,02,004112
1450007,15,01,02,002056
1450007,16,01,01,002056
1450007,17,01,02,002056
1450007,18,01,02,002056
1450007,19,01,02,002056
1450013,01,01,03,002364
1450013,02,01,02,001576
1450013,03,01,03,003152
1450013,04,01,03,003152
1450013,05,01,02,002364
1450013,06,01,01,000788
1450013,07,01,01,000788
1450013,08,01,02,001576
1450013,09,01,01,002364
1450013,10,01,02,002364
1450013,11,01,01,003940
1450013,13,01,02,001576
1450013,14,01,01,001576
1450013,15,01,02,001576
1450013,17,01,01,000788
1450013,18,01,01,003152
1450013,19,01,01,000788
1450013,20,01,01,001576
1450014,01,01,01,001772
1450014,02,01,02,001772
1450014,03,01,01,000886
1450014,04,01,02,001772
1450014,05,01,01,000886
1450014,06,01,04,003544
1450014,07,01,02,001772
1450014,08,01,02,001772
1450014,09,01,03,002658
1450014,13,01,02,001772
1450014,14,01,01,003544
1450014,15,01,01,005316
1450014,16,01,02,001772
1450014,17,01,02,001772
1450014,18,01,01,001772
1450014,19,01,02,003544
1450014,20,01,01,002658
1450016,01,01,01,001566
1450016,02,01,02,002349
1450016,03,01,03,003132
1450016,04,01,01,000783
1450016,05,01,05,003132
1450017,01,01,04,002764
1450017,02,01,02,002073
1450017,03,01,04,003455
1450017,04,01,02,002073
1450017,05,01,03,003455
1450017,06,01,01,000691
1450017,07,01,03,002073
1450017,08,01,02,001382
1450017,09,01,01,001382
1450017,10,01,02,003455
1450017,11,01,02,001382
1450017,12,01,01,002073
1450017,13,01,01,000691
1450017,14,01,02,001382
1450017,16,01,01,002073
1450017,17,01,02,002764
1450017,18,01,01,001382
1450017,19,01,01,001382
1450017,20,01,03,002764
1450019,01,01,03,003020
1450019,02,01,02,003020
1450019,03,01,04,003775
1450019,05,01,02,001510
1450019,06,01,02,002265
1450019,07,01,03,002265
1450019,08,01,02,002265
1450019,08,02,01,001510
1450019,09,01,04,003020
1450019,11,01,02,003020
1450019,12,01,02,001510
1450019,14,01,05,003775
1450019,15,01,01,001510
1450019,16,01,02,001510
1450019,19,01,02,001510
1450020,01,01,01,004068
1450020,02,01,02,001356
1450023,01,01,02,001296
1450023,02,01,01,001296
1450023,04,01,04,002592
1450023,05,01,02,001296
1450023,06,01,01,000648
1450023,07,01,01,001296
1450023,08,01,02,001296
1450023,09,01,02,001296
1450023,10,01,02,001296
1450023,11,01,01,001296
1450023,12,01,01,001296
1450023,14,01,02,001296
1450023,15,01,02,001944
1450023,16,01,01,000648
1450023,17,01,03,001944
1450023,18,01,02,001944
1450023,19,01,01,002592
1450023,20,01,01,000648
1450027,01,01,03,003152
1450027,03,01,02,001576
1450027,04,01,01,001576
1450027,05,01,01,001576
1450027,06,01,02,001576
1450027,08,01,02,001576
1450027,09,01,02,001576
1450027,10,01,03,003152
1450027,11,01,02,001576
1450027,12,01,01,002364
1450027,13,01,02,001576
1450027,15,01,01,000788
1450027,16,01,02,002364
1450027,17,01,04,004728
1450027,18,01,02,002364
1450027,19,01,01,001576
1450029,01,01,01,000727
1450029,02,01,01,000727
1450029,03,01,01,001454
1450029,04,01,14,007270
1450029,05,01,01,000727
1450029,06,01,08,005089
1450029,07,01,01,002181
1450029,08,01,01,000727
1450029,09,01,01,002908
1450029,10,01,01,000727
1450029,11,01,01,001454
1450029,12,01,02,002181
1450029,13,01,02,002181
1450029,14,01,10,005089
1450029,16,01,01,000727
1450029,17,01,03,002181
1450029,18,01,01,002181
1450029,19,01,01,001454
1450029,20,01,01,001454
1450030,01,01,02,001078
1450030,02,01,02,001078
1450030,03,01,04,002156
1450030,04,01,01,001617
1450030,05,01,02,001078
1450030,07,01,01,001078
1450030,08,01,03,001078
1450030,10,01,02,001078
1450030,11,01,01,001078
1450030,12,01,02,001078
1450030,13,01,01,001078
1450030,14,01,01,000539
1450030,15,01,01,001078
1450030,16,01,01,001078
1450030,17,01,02,001078
1450030,18,01,01,001078
1450030,19,01,01,000539
1450031,01,01,02,002058
1450031,03,01,01,001372
1450031,04,01,02,001372
1450031,05,01,01,001372
1450031,06,01,01,002058
1450031,07,01,02,001372
1450031,08,01,01,000686
1450031,09,01,01,001372
1450031,09,02,02,000686
1450031,10,01,02,001372
1450031,11,01,01,001372
1450031,12,01,01,000686
1450031,13,01,02,001372
1450031,14,01,03,002744
1450031,14,02,02,001372
1450031,15,01,02,001372
1450031,16,01,02,004116
1450031,17,01,01,000686
1450031,18,01,03,002058
1450031,19,01,02,002744
1450032,01,01,05,003224
1450032,02,01,02,003224
1450032,05,01,03,002418
1450033,01,01,01,000770
1450033,03,01,01,001540
1450033,04,01,01,001540
1450033,06,01,01,002310
1450033,07,01,02,001540
1450033,09,01,01,001540
1450033,10,01,02,003080
1450033,11,01,02,001540
1450033,12,01,02,003080
1450033,13,01,04,002310
1450033,14,01,02,001540
1450033,15,01,02,001540
1450033,16,01,01,001540
1450033,17,01,03,002310
1450033,18,01,01,001540
1450033,19,01,03,003080
1450033,20,01,01,003080
1450036,01,01,02,001412
1450036,02,01,01,001412
1450036,03,01,05,003530
1450036,04,01,02,001412
1450036,05,01,01,001412
1450036,06,01,05,003530
1450036,07,01,01,001412
1450036,09,01,03,002118
1450036,11,01,01,001412
1450036,12,01,01,000706
1450036,13,01,02,001412
1450036,14,01,01,000706
1450036,16,01,01,001412
1450036,17,01,01,001412
1450036,18,01,01,001412
1450036,19,01,03,002824
1450036,20,01,02,002824
1450037,01,01,01,001390
1450037,02,01,02,002085
1450037,03,01,02,002085
1450037,05,01,02,002780
1450037,07,01,02,002085
1450037,08,01,01,001390
1450037,09,01,02,001390
1450037,10,01,02,002085
1450037,11,01,01,001390
1450037,12,01,06,002085
1450037,12,02,01,001390
1450037,13,01,03,002085
1450037,14,01,07,007645
1450037,15,01,03,002780
1450037,16,01,05,003475
1450037,17,01,02,001390
1450037,18,01,02,001390
1450037,20,01,01,001390
1450038,01,01,01,001250
1450038,02,01,02,001875
1450038,04,01,01,001250
1450039,01,01,02,001432
1450039,02,01,01,001432
1450039,03,01,02,003580
1450039,04,01,01,002148
1450039,05,01,02,001432
1450039,06,01,01,001432
1450039,07,01,02,005728
1450039,08,01,01,002148
1450039,09,01,02,002148
1450039,10,01,03,002148
1450039,11,01,02,001432
1450039,12,01,03,002148
1450039,14,01,01,000716
1450039,15,01,01,001432
1450039,16,01,02,002148
1450039,18,01,03,002148
1450039,19,01,01,001432
1450039,20,01,01,002148
1450040,01,01,02,002232
1450040,02,01,01,000744
1450040,03,01,01,002976
1450040,04,01,04,003720
1450040,05,01,01,000744
1450040,05,02,01,001488
1450040,06,01,01,001488
1450040,07,01,03,002232
1450040,08,01,01,001488
1450040,09,01,02,001488
1450040,10,01,02,001488
1450040,11,01,02,001488
1450040,12,01,02,002232
1450040,13,01,02,002976
1450040,14,01,03,002976
1450040,15,01,01,002232
1450040,17,01,01,001488
1450040,18,01,02,001488
1450040,19,01,02,001488
1450040,20,01,01,000744
1450041,01,01,01,001514
1450041,03,01,01,001514
1450041,04,01,03,002271
1450041,05,01,04,003028
1450041,06,01,02,002271
1450041,07,01,01,002271
1450041,09,01,01,000757
1450041,10,01,04,003785
1450041,11,01,02,001514
1450041,12,01,03,002271
1450041,13,01,02,001514
1450041,14,01,02,003028
1450041,16,01,03,002271
1450041,17,01,03,002271
1450041,18,01,02,002271
1450041,19,01,02,001514
1450041,20,01,01,000757
1450042,01,01,02,001636
1450042,02,01,02,001636
1450042,03,01,01,001636
1450042,04,01,02,001636
1450042,05,01,01,000818
1450043,01,01,01,001310
1450043,02,01,03,001965
1450043,02,02,01,001310
1450043,03,01,03,002620
1450043,04,01,01,001310
1450043,05,01,01,000655
1450043,07,01,01,001310
1450043,08,01,03,002620
1450043,09,01,01,001965
1450043,10,01,01,001310
1450043,11,01,01,002620
1450043,12,01,03,003275
1450043,13,01,06,003930
1450043,14,01,01,001310
1450043,17,01,01,001965
1450043,18,01,01,001310
1450043,20,01,04,002620
1450046,01,01,01,001000
1450046,02,01,02,001000
1450046,03,01,01,001000
1450046,04,01,02,001000
1450046,05,01,02,001000
1450047,01,01,01,000872
1450047,02,01,01,000872
1450047,03,01,01,000872
1450047,04,01,01,000872
1450047,05,01,01,000872
1450047,07,01,02,000872
1450047,08,01,02,001308
1450047,09,01,02,000872
1450047,10,01,01,000872
1450047,11,01,01,000436
1450047,12,01,01,000872
1450047,13,01,01,000872
1450047,14,01,01,000872
1450047,15,01,02,000872
1450047,16,01,01,000436
1450047,18,01,01,000872
1450047,19,01,02,000872
1450047,20,01,01,000872
1450048,01,01,02,001935
1450048,02,01,01,000645
1450048,03,01,01,000645
1450048,04,01,01,000645
1450048,05,01,02,001290
1450048,06,01,01,001290
1450048,07,01,02,001290
1450048,09,01,02,001290
1450048,10,01,01,001935
1450048,11,01,02,001935
1450048,12,01,01,001935
1450048,13,01,02,001290
1450048,14,01,01,000645
1450048,15,01,01,001290
1450048,16,01,02,001290
1450048,17,01,02,001290
1450048,18,01,01,001290
1450048,19,01,01,001935
1450048,20,01,03,001935
1450049,01,01,08,004025
1450049,02,01,01,000805
1450049,03,01,01,001610
1450049,04,01,01,002415
1450049,05,01,01,005635
1450049,06,01,01,001610
1450049,07,01,02,001610
1450049,08,01,03,002415
1450049,09,01,02,002415
1450049,10,01,01,001610
1450049,11,01,02,001610
1450049,12,01,01,002415
1450049,13,01,01,000805
1450049,17,01,01,002415
1450049,18,01,01,001610
1450049,19,01,04,003220
1450049,20,01,02,001610
1450050,01,01,01,001332
1450050,02,01,01,002664
1450050,03,01,01,000666
1450051,01,01,04,003628
1450051,02,01,02,001814
1450051,03,01,02,001814
1450051,04,01,02,001814
1450051,05,01,01,001814
1450051,06,01,03,002721
1450051,07,01,01,003628
1450051,08,01,04,004535
1450051,10,01,02,001814
1450051,11,01,02,001814
1450051,12,01,02,001814
1450051,13,01,02,001814
1450051,14,01,01,000907
1450051,15,01,01,000907
1450051,16,01,02,002721
1450051,17,01,02,003628
1450051,18,01,02,001814
1450051,18,02,01,000907
1450051,19,01,01,001814
1450051,20,01,01,001814
1450052,03,01,05,003720
1450052,04,01,01,004464
1450052,05,01,03,002232
1450052,06,01,04,002976
1450052,07,01,01,002232
1450052,08,01,02,001488
1450052,09,01,02,003720
1450052,10,01,01,001488
1450052,11,01,01,002232
1450052,12,01,01,001488
1450052,13,01,03,002232
1450052,14,01,01,000744
1450052,15,01,02,001488
1450052,16,01,02,002976
1450052,17,01,01,001488
1450052,18,01,01,002232
1450052,18,02,04,002976
1450052,19,01,01,003720
1450052,20,01,01,000744
1450053,01,01,01,001412
1450053,02,01,02,002118
1450053,03,01,01,000706
1450053,04,01,03,003530
1450053,05,01,02,003530
1450053,06,01,01,002118
1450053,07,01,02,001412
1450053,08,01,01,000706
1450053,09,01,01,001412
1450053,10,01,04,003530
1450053,11,01,03,003530
1450053,12,01,02,001412
1450053,13,01,01,001412
1450053,14,01,02,001412
1450053,15,01,01,001412
1450053,16,01,01,001412
1450053,17,01,01,000706
1450053,18,01,01,001412
1450053,19,01,01,001412
1450053,20,01,02,001412
1450054,01,01,01,000705
1450054,02,01,02,002820
1450054,03,01,02,002115
1450054,04,01,02,001410
1450054,05,01,01,001410
1450056,01,01,02,003292
1450056,02,01,02,003292
1450056,03,01,04,003292
1450056,04,01,03,002469
1450056,05,01,01,000823
1450056,08,01,02,001646
1450056,09,01,02,001646
1450056,10,01,01,002469
1450056,12,01,01,001646
1450056,13,01,01,000823
1450056,14,01,04,003292
1450056,14,02,01,002469
1450056,15,01,01,001646
1450056,16,01,02,001646
1450056,16,02,01,000823
1450056,17,01,01,000823
1450056,18,01,02,001646
1450056,20,01,02,003292
1460002,01,01,03,001944
1460002,03,01,01,001296
1460002,04,01,01,001296
1460002,05,01,02,001296
1460002,06,01,01,001296
1460002,07,01,01,001296
1460002,08,01,02,001296
1460002,09,01,02,001944
1460002,10,01,02,001296
1460002,11,01,01,001296
1460002,12,01,01,001944
1460002,13,01,02,001296
1460002,14,01,01,001296
1460002,15,01,01,000648
1460002,16,01,02,001296
1460002,17,01,01,001944
1460002,18,01,01,000648
1460002,19,01,01,001296
1460002,20,01,01,001296
1460005,01,01,01,000796
1460005,02,01,01,002388
1460005,03,01,01,001592
1460005,04,01,02,002388
1460005,05,01,01,002388
1460005,06,01,01,001592
1460005,07,01,02,002388
1460005,08,01,01,000796
1460005,09,01,02,003184
1460005,10,01,01,000796
1460005,13,01,01,001592
1460005,14,01,01,001592
1460005,15,01,01,003184
1460005,16,01,02,002388
1460005,18,01,01,000796
1460005,19,01,01,002388
1460005,20,01,02,001592
1460008,01,01,01,001572
1460008,02,01,01,001572
1460008,03,01,02,001048
1460008,05,01,02,001572
1460008,06,01,01,001048
1460008,06,02,01,001048
1460008,07,01,01,001048
1460008,08,01,01,001048
1460008,09,01,01,001048
1460008,10,01,01,001048
1460008,12,01,01,000524
1460008,13,01,02,001048
1460008,14,01,03,002096
1460008,15,01,02,001048
1460008,16,01,02,002096
1460008,17,01,01,001048
1460008,18,01,02,001048
1460008,19,01,01,001048
1460008,20,01,01,000524
1460009,01,01,02,002070
1460009,02,01,01,001380
1460009,03,01,01,002070
1460009,04,01,01,001380
1460009,05,01,03,002760
1460009,06,01,01,000690
1460009,07,01,01,001380
1460009,08,01,02,001380
1460009,09,01,03,002070
1460009,10,01,02,001380
1460009,11,01,02,001380
1460009,12,01,01,002070
1460009,13,01,02,001380
1460009,14,01,02,001380
1460009,15,01,02,002070
1460009,16,01,03,002070
1460009,17,01,01,002070
1460009,18,01,02,002760
1460009,19,01,01,001380
1460009,20,01,02,001380
1460010,01,01,02,001256
1460010,02,01,02,001256
1460010,03,01,01,001256
1460010,04,01,01,001256
1460010,05,01,01,000628
1460010,06,01,01,000628
1460010,07,01,01,001256
1460010,08,01,03,001884
1460010,09,01,03,001884
1460010,10,01,01,001256
1460010,11,01,01,000628
1460010,12,01,02,001884
1460010,14,01,03,003768
1460010,15,01,01,003768
1460010,16,01,03,002512
1460010,17,01,02,001884
1460010,18,01,02,001256
1460010,19,01,01,002512
1460010,20,01,02,001256
1460011,02,01,02,001233
1460011,05,01,02,000822
1460011,06,01,03,002055
1460011,08,01,01,002055
1460011,09,01,02,000822
1460011,11,01,03,001644
1460011,12,01,01,000411
1460011,14,01,01,001233
1460011,15,01,04,001644
1460011,16,01,04,002466
1460011,17,01,02,000822
1460011,18,01,02,001644
1460011,20,01,02,001644
1460011,21,01,01,001233
1460012,01,01,01,000889
1460012,02,01,01,002667
1460012,03,01,01,001778
1460012,07,01,04,003556
1460012,09,01,02,001778
1460012,10,01,01,000889
1460012,11,01,02,001778
1460012,12,01,02,001778
1460012,13,01,02,001778
1460012,14,01,02,001778
1460012,15,01,03,002667
1460012,16,01,01,001778
1460012,17,01,01,000889
1460012,18,01,02,001778
1460012,19,01,02,002667
1460012,21,01,01,001778
1460013,01,01,01,001464
1460013,02,01,01,001464
1460013,03,01,02,001464
1460013,04,01,01,001464
1460013,05,01,02,001464
1460013,07,01,02,001464
1460013,08,01,01,001464
1460013,09,01,01,002928
1460013,10,01,02,001464
1460013,11,01,04,002928
1460013,13,01,03,002196
1460013,14,01,01,001464
1460013,15,01,01,001464
1460013,16,01,02,001464
1460013,17,01,01,001464
1460013,18,01,01,001464
1460013,19,01,01,001464
1460013,20,01,01,002196
1460013,21,01,02,001464
1460013,22,01,02,001464
