CONTROL,VIV_SEL,HOGAR,R_SEL,FAC_ELE
0700328,14,01,03,000651
0700328,17,01,03,000651
0700328,18,01,02,000434
0700328,19,01,01,000434
0700328,20,01,02,000434
0700329,01,01,01,000275
0700329,02,01,01,001100
0700329,03,01,01,000550
0700329,04,01,01,001375
0700329,05,01,01,000550
0700329,06,01,02,000825
0700329,07,01,01,000550
0700329,08,01,02,000550
0700329,09,01,02,001100
0700329,10,01,03,000825
0700329,11,01,02,000550
0700329,12,01,02,000550
0700329,13,01,01,000550
0700329,14,01,04,001100
0700329,15,01,02,000550
0700329,16,01,01,000275
0700329,17,01,02,000550
0700329,18,01,01,000550
0700329,19,01,01,000275
0700329,20,01,02,000550
0700330,01,01,05,001842
0700330,02,01,04,001535
0700330,03,01,05,001535
0700330,04,01,04,001535
0700330,05,01,03,002149
0700330,06,01,04,001228
0700330,07,01,04,001535
0700330,08,01,01,001228
0700330,09,01,01,000614
0700330,10,01,01,000614
0700330,11,01,01,000921
0700330,12,01,01,001228
0700330,13,01,02,001228
0700330,14,01,01,001228
0700330,15,01,02,000614
0700330,16,01,01,000921
0700330,17,01,02,000614
0700330,18,01,02,000614
0700330,19,01,02,000614
0700331,01,01,01,000614
0700331,02,01,03,001228
0700331,03,01,01,000614
0700331,04,01,02,000614
0700331,05,01,02,000921
0700331,06,01,01,000614
0700331,07,01,01,000614
0700331,08,01,01,000614
0700331,09,01,02,000614
0700331,10,01,03,000921
0700331,13,01,02,001228
0700331,14,01,01,000614
0700331,15,01,01,000307
0700331,16,01,01,000307
0700331,17,01,01,000921
0700331,18,01,02,000614
0700331,19,01,02,000614
0700331,20,01,01,000614
0700332,01,01,01,000903
0700332,02,01,05,001505
0700332,03,01,02,001505
0700332,04,01,01,000602
0700332,05,01,01,000301
0700332,06,01,01,000903
0700332,06,02,01,000602
0700332,07,01,02,000602
0700332,08,01,01,000301
0700332,09,01,03,000903
0700332,09,02,02,000602
0700332,10,01,01,000602
0700332,11,01,02,000301
0700332,12,01,01,000602
0700332,13,01,01,000602
0700332,14,01,01,000602
0700332,15,01,01,000301
0700332,16,01,02,000602
0700332,17,01,01,000602
0700332,18,01,01,000301
0700332,19,01,01,000301
0700332,20,01,02,000903
0700333,01,01,01,000608
0700333,01,02,01,000608
0700333,02,01,02,000608
0700333,03,01,01,000304
0700333,05,01,03,000912
0700333,06,01,01,000608
0700333,07,01,02,001216
0700333,08,01,01,000608
0700333,09,01,02,000608
0700333,10,01,01,000304
0700333,11,01,01,000608
0700333,12,01,02,000608
0700333,13,01,01,000912
0700333,14,01,03,001216
0700333,15,01,01,000608
0700333,16,01,01,000608
0700333,17,01,02,000912
0700333,17,02,01,000608
0700333,18,01,03,000912
0700333,19,01,01,000608
0700333,19,02,01,000304
0700333,20,01,02,000608
0700334,01,01,01,001188
0700334,02,01,03,001188
0700334,03,01,02,000594
0700334,04,01,01,000297
0700334,05,01,02,000594
0700334,06,01,02,000891
0700334,07,01,02,000594
0700334,08,01,02,000594
0700334,09,01,02,000594
0700334,10,01,01,000297
0700334,11,01,02,001188
0700334,12,01,01,000297
0700334,13,01,01,000594
0700334,14,01,01,000594
0700334,15,01,01,000594
0700334,16,01,02,000594
0700334,17,01,01,000594
0700334,18,01,01,000594
0700334,19,01,02,001188
0700334,20,01,01,000891
0700335,01,01,03,001248
0700335,02,01,02,000624
0700335,03,01,01,000312
0700335,04,01,01,000624
0700335,06,01,02,000624
0700335,07,01,02,000624
0700335,08,01,01,000624
0700335,09,01,03,000936
0700335,10,01,02,000624
0700335,11,01,03,001248
0700335,12,01,03,001248
0700335,13,01,01,000624
0700335,14,01,02,000624
0700335,15,01,02,000624
0700335,16,01,02,000936
0700335,17,01,03,000936
0700335,18,01,02,000624
0700335,19,01,02,000624
0700335,20,01,01,000624
0700336,01,01,02,000586
0700336,03,01,01,000586
0700336,04,01,04,001465
0700336,05,01,01,000293
0700336,06,01,02,000586
0700336,07,01,01,000293
0700336,08,01,03,001172
0700336,09,01,01,000879
0700336,10,01,01,000586
0700336,11,01,02,000586
0700336,13,01,02,000586
0700336,14,01,02,000586
0700336,15,01,02,000586
0700336,16,01,02,001172
0700336,17,01,01,000586
0700336,18,01,02,000586
0700336,19,01,02,000586
0700337,01,01,03,000808
0700337,02,01,01,000404
0700337,03,01,01,000404
0700337,04,01,01,000404
0700337,05,01,01,000606
0700337,06,01,01,000404
0700337,07,01,04,000808
0700337,08,01,03,000606
0700337,09,01,02,000404
0700337,10,01,02,000808
0700337,11,01,02,000404
0700337,12,01,02,000404
0700337,13,01,03,000808
0700337,14,01,01,000404
0700337,15,01,02,000404
0700337,16,01,02,000606
0700337,17,01,01,000404
0700337,18,01,01,000606
0700337,19,01,02,000404
0700337,20,01,03,000808
0700338,01,01,01,000287
0700338,02,01,01,000861
0700338,03,01,02,000574
0700338,04,01,01,000861
0700338,05,01,01,000574
0700338,06,01,02,000574
0700338,07,01,02,001435
0700338,08,01,01,000861
0700338,09,01,02,000861
0700338,10,01,01,001148
0700338,11,01,02,000574
0700338,12,01,02,000574
0700338,13,01,02,000574
0700338,15,01,01,001148
0700338,16,01,01,001148
0700338,17,01,04,000861
0700338,18,01,02,000574
0700338,19,01,02,000574
0700338,20,01,03,000861
0700339,01,01,04,001535
0700339,02,01,07,002149
0700339,03,01,01,000307
0700339,04,01,02,000614
0700339,05,01,02,000614
0700339,06,01,01,000921
0700339,07,01,01,000614
0700339,08,01,02,000921
0700339,09,01,01,000307
0700339,10,01,03,000921
0700339,11,01,01,000921
0700339,12,01,02,000614
0700339,12,02,01,000614
0700339,13,01,01,000614
0700339,14,01,01,000614
0700339,15,01,03,000921
0700339,16,01,04,001228
0700339,17,01,01,000614
0700339,18,01,02,000614
0700339,19,01,03,000921
0700339,20,01,01,000307
0700339,20,02,02,000921
0700340,01,01,03,000855
0700340,02,01,01,000285
0700340,03,01,01,000570
0700340,04,01,01,000570
0700340,05,01,02,000570
0700340,06,01,01,000285
0700340,07,01,01,000570
0700340,08,01,01,000285
0700340,09,01,02,000570
0700340,10,01,01,000285
0700340,11,01,01,000570
0700340,12,01,02,000855
0700340,13,01,01,000285
0700340,14,01,01,000570
0700340,16,01,03,000855
0700340,17,01,01,001140
0700340,18,01,02,000855
0700340,19,01,01,000570
0700340,20,01,02,000570
0700341,01,01,01,001152
0700341,02,01,04,001152
0700341,03,01,01,000576
0700341,04,01,03,000864
0700341,05,01,02,000576
0700341,07,01,01,000288
0700341,08,01,02,000864
0700341,09,01,01,000576
0700341,10,01,01,000576
0700341,11,01,01,000288
0700341,12,01,03,000864
0700341,13,01,01,000576
0700341,14,01,06,000864
0700341,15,01,01,000576
0700341,16,01,02,000864
0700341,17,01,01,001440
0700341,18,01,02,000576
0700341,19,01,01,000288
0700342,01,01,03,000939
0700342,02,01,01,000626
0700342,03,01,01,000939
0700342,04,01,02,000626
0700342,05,01,01,000313
0700342,06,01,01,000626
0700342,07,01,01,000313
0700342,08,01,02,001252
0700342,09,01,02,000939
0700342,10,01,01,000626
0700342,11,01,02,000626
0700342,12,01,03,001252
0700342,13,01,02,000626
0700342,14,01,02,000626
0700342,16,01,02,000626
0700342,17,01,02,000626
0700342,18,01,02,000626
0700342,19,01,01,000626
0700342,20,01,01,000626
0700343,01,01,02,000600
0700343,02,01,01,000300
0700343,03,01,02,000600
0700343,04,01,02,000600
0700343,05,01,03,000900
0700343,06,01,05,001500
0700343,08,01,01,000600
0700343,09,01,01,001200
0700343,10,01,02,000600
0700343,11,01,02,000600
0700343,12,01,01,000600
0700343,13,01,04,001500
0700343,14,01,01,000300
0700343,15,01,01,000600
0700343,16,01,02,000900
0700343,17,01,03,001500
0700343,18,01,03,000900
0700343,19,01,02,000600
0700343,20,01,02,000600
0700344,01,01,01,000588
0700344,02,01,02,000588
0700344,03,01,02,000882
0700344,04,01,02,000588
0700344,04,02,02,000588
0700344,05,01,04,001176
0700344,06,01,02,000588
0700344,07,01,01,000882
0700344,08,01,03,000882
0700344,09,01,02,000588
0700344,10,01,01,000588
0700344,11,01,01,000588
0700344,12,01,02,000588
0700344,13,01,01,000588
0700344,14,01,01,000294
0700344,15,01,01,000294
0700344,16,01,02,000882
0700344,17,01,03,001470
0700344,18,01,02,000588
0700344,19,01,03,001176
0700344,20,01,04,000882
0700345,01,01,02,000924
0700345,02,01,01,001232
0700345,03,01,02,000616
0700345,05,01,05,000924
0700345,06,01,02,000616
0700345,07,01,02,000616
0700345,08,01,02,000924
0700345,09,01,02,000616
0700345,10,01,02,000616
0700345,11,01,02,000616
0700345,12,01,01,000616
0700345,13,01,04,001232
0700345,14,01,01,000616
0700345,15,01,01,000616
0700345,16,01,01,001540
0700345,17,01,01,001540
0700345,18,01,02,000616
0700345,19,01,03,002156
0700345,20,01,02,000616
0700346,01,01,01,000608
0700346,02,01,01,000608
0700346,04,01,02,000608
0700346,05,01,04,001216
0700346,06,01,03,001216
0700346,07,01,01,000608
0700346,08,01,01,000608
0700346,09,01,01,000608
0700346,10,01,01,000912
0700346,11,01,01,001216
0700346,12,01,01,000608
0700346,14,01,03,000912
0700346,15,01,01,000608
0700346,16,01,01,000608
0700346,17,01,01,000608
0700346,17,03,01,000608
0700346,18,01,01,000608
0700346,19,01,02,000608
0700346,20,01,03,000912
0700347,01,01,02,000624
0700347,02,01,01,000624
0700347,03,01,02,000624
0700347,04,01,02,000624
0700347,05,01,02,000936
0700347,06,01,01,000624
0700347,07,01,01,000936
0700347,08,01,01,001872
0700347,09,01,03,001560
0700347,10,01,02,000624
0700347,11,01,03,000936
0700347,12,01,01,000624
0700347,13,01,01,001248
0700347,14,01,01,000312
0700347,15,01,02,000624
0700347,16,01,02,001248
0700347,17,01,01,002496
0700347,18,01,01,000624
0700347,19,01,02,000624
0700347,20,01,02,000624
0700348,01,01,03,000933
0700348,02,01,01,000622
0700348,03,01,02,000622
0700348,04,01,02,000622
0700348,05,01,02,000933
0700348,06,01,03,001555
0700348,07,01,01,000622
0700348,08,01,02,000622
0700348,09,01,01,000622
0700348,10,01,01,000622
0700348,11,01,02,001555
0700348,12,01,01,000622
0700348,13,01,01,000622
0700348,14,01,01,000622
0700348,16,01,01,000933
0700348,17,01,01,001244
0700348,18,01,02,001244
0700348,19,01,03,001555
0700348,20,01,02,000933
0700349,01,01,02,000930
0700349,02,01,01,000620
0700349,03,01,02,000930
0700349,04,01,01,000620
0700349,05,01,02,000620
0700349,06,01,03,001550
0700349,07,01,01,000620
0700349,08,01,02,000620
0700349,09,01,01,000620
0700349,11,01,02,000620
0700349,12,01,02,000620
0700349,13,01,01,000620
0700349,14,01,01,000310
0700349,16,01,01,000620
0700349,17,01,02,000930
0700349,18,01,01,000620
0700349,19,01,03,001240
0700350,01,01,02,000590
0700350,02,01,02,001180
0700350,03,01,03,000885
0700350,04,01,04,001180
0700350,05,01,02,000590
0700350,06,01,02,001475
0700350,07,01,01,000590
0700350,08,01,05,001770
0700350,09,01,01,000590
0700350,12,01,01,001180
0700350,13,01,01,000885
0700350,14,01,01,000885
0700350,15,01,02,000590
0700350,16,01,02,000590
0700350,17,01,02,000590
0700350,18,01,03,001180
0700350,19,01,04,000885
0700350,20,01,08,002360
0700351,01,01,01,000283
0700351,02,01,02,000566
0700351,03,01,01,000283
0700351,04,01,02,000566
0700351,05,01,01,000849
0700351,06,01,02,000566
0700351,07,01,02,000566
0700351,08,01,02,000566
0700351,09,01,01,000283
0700351,10,01,01,000566
0700351,11,01,01,000283
0700351,12,01,01,000283
0700351,13,01,01,000283
0700351,14,01,01,000283
0700351,15,01,01,000566
0700351,16,01,01,000849
0700351,17,01,01,001132
0700351,19,01,02,000566
0700351,20,01,01,000566
0700352,01,01,02,000608
0700352,02,01,01,001216
0700352,03,01,01,000912
0700352,04,01,01,000912
0700352,05,01,02,000608
0700352,06,01,02,000912
0700352,07,01,01,000608
0700352,08,01,02,000608
0700352,09,01,03,000912
0700352,10,01,01,000608
0700352,12,01,01,000912
0700352,13,01,02,000608
0700352,14,01,01,000912
0700352,15,01,02,000608
0700352,16,01,01,000608
0700352,17,01,06,001824
0700352,18,01,01,000912
0700352,19,01,02,000608
0700352,20,01,02,000608
0700353,01,01,01,000291
0700353,02,01,01,001164
0700353,03,01,02,000582
0700353,04,01,01,000873
0700353,05,01,01,000873
0700353,06,01,01,000873
0700353,07,01,02,000582
0700353,09,01,04,001164
0700353,10,01,03,000873
0700353,11,01,02,000873
0700353,12,01,01,000582
0700353,13,01,05,000291
0700353,15,01,02,000873
0700353,17,01,03,001164
0700353,18,01,01,000582
0700353,19,01,01,000582
0700353,20,01,01,000291
0700354,01,01,01,000558
0700354,02,01,01,000558
0700354,03,01,01,000558
0700354,04,01,01,000558
0700354,05,01,04,001116
0700354,06,01,02,001116
0700354,07,01,01,000558
0700354,08,01,01,000558
0700354,09,01,01,000837
0700354,10,01,02,000558
0700354,11,01,02,000558
0700354,12,01,02,000558
0700354,13,01,01,000558
0700354,14,01,01,000279
0700354,15,01,01,000558
0700354,16,01,03,000837
0700354,16,02,02,000558
0700354,17,01,02,000558
0700354,18,01,01,000558
0700354,19,01,01,000558
0700354,20,01,01,000558
0700355,01,01,03,001196
0700355,02,01,02,000598
0700355,03,01,02,000598
0700355,04,01,01,001196
0700355,05,01,02,000598
0700355,06,01,01,000598
0700355,07,01,01,000598
0700355,08,01,01,000299
0700355,09,01,03,001495
0700355,10,01,01,001196
0700355,11,01,01,000299
0700355,12,01,01,000598
0700355,12,02,02,000598
0700355,13,01,01,000598
0700355,13,02,01,000598
0700355,14,01,01,000598
0700355,15,01,02,000598
0700355,15,02,01,000299
0700355,16,01,02,000897
0700355,16,02,02,000598
0700355,17,01,02,000897
0700355,18,01,02,000598
0700355,19,01,02,000897
0700355,20,01,02,000897
0700356,01,01,02,000912
0700356,02,01,04,001216
0700356,03,01,01,000608
0700356,04,01,03,000912
0700356,05,01,01,000304
0700356,06,01,02,000912
0700356,07,01,01,000304
0700356,08,01,01,000608
0700356,09,01,03,000912
0700356,11,01,02,000608
0700356,12,01,02,000912
0700356,13,01,02,000608
0700356,14,01,03,001216
0700356,15,01,03,000912
0700356,16,01,01,000304
0700356,17,01,02,000608
0700356,18,01,01,000608
0700356,19,01,01,000304
0700356,20,01,03,001216
0700357,01,01,02,000933
0700357,02,01,01,000622
0700357,03,01,02,000933
0700357,04,01,03,001244
0700357,05,01,02,000622
0700357,06,01,01,000622
0700357,10,01,01,000622
0700357,11,01,02,000622
0700357,12,01,02,000933
0700357,13,01,01,000622
0700357,14,01,05,002799
0700357,15,01,02,000622
0700357,16,01,01,000622
0700357,17,01,01,000622
0700357,18,01,03,001555
0700357,19,01,03,001244
0700357,20,01,04,001244
0700358,01,01,02,000882
0700358,02,01,02,000588
0700358,03,01,02,000882
0700358,04,01,01,000294
0700358,05,01,03,000882
0700358,06,01,02,000882
0700358,07,01,08,001764
0700358,08,01,01,000588
0700358,09,01,01,000294
0700358,10,01,01,000294
0700358,11,01,01,000294
0700358,12,01,03,002352
0700358,13,01,03,001470
0700358,14,01,02,000882
0700358,15,01,01,000588
0700358,16,01,02,000588
0700358,17,01,01,000588
0700358,18,01,02,000588
0700358,19,01,02,001470
0700358,20,01,02,000588
0700359,01,01,02,000622
0700359,02,01,02,000622
0700359,03,01,01,000622
0700359,04,01,01,000311
0700359,05,01,01,001555
0700359,06,01,01,000311
0700359,07,01,01,000622
0700359,08,01,01,000933
0700359,08,02,01,000622
0700359,09,01,01,000311
0700359,10,01,01,000622
0700359,11,01,01,000622
0700359,12,01,01,000933
0700359,14,01,01,000622
0700359,15,01,02,000933
0700359,16,01,02,000622
0700359,17,01,01,000311
0700359,18,01,01,000622
0700359,19,01,03,001244
0700359,20,01,02,000933
0700360,01,01,01,000428
0700360,02,01,01,000214
0700360,03,01,01,000214
0700360,04,01,02,000428
0700360,05,01,02,000642
0700360,06,01,01,000428
0700360,07,01,02,000642
0700360,08,01,02,000428
0700360,08,02,02,000428
0700360,09,01,03,000856
0700360,10,01,01,000214
0700360,11,01,04,001284
0700360,12,01,02,000428
0700360,12,02,01,000428
0700360,13,01,01,000428
0700360,14,01,01,000428
0700360,15,01,02,000428
0700360,16,01,01,000428
0700360,17,01,01,000428
0700360,18,01,01,000214
0700360,19,01,02,000428
0700360,20,01,04,000856
0700361,01,01,02,001200
0700361,01,02,01,000600
0700361,02,01,01,000600
0700361,03,01,01,000600
0700361,04,01,01,000600
0700361,05,01,02,000600
0700361,06,01,01,001200
0700361,07,01,01,000300
0700361,08,01,01,000300
0700361,09,01,02,000600
0700361,10,01,02,000600
0700361,11,01,01,000600
0700361,12,01,01,000600
0700361,13,01,05,001800
0700361,14,01,02,000600
0700361,15,01,03,001200
0700361,17,01,02,000600
0700361,18,01,02,000600
0700361,19,01,03,001200
0700361,20,01,02,001200
0700362,01,01,01,000936
0700362,02,01,02,000936
0700362,03,01,01,000624
0700362,04,01,04,001248
0700362,05,01,02,000624
0700362,06,01,01,000312
0700362,07,01,01,000624
0700362,07,02,01,000624
0700362,09,01,01,000312
0700362,10,01,02,000624
0700362,11,01,01,000624
0700362,12,01,04,001248
0700362,13,02,01,000312
0700362,13,03,01,000312
0700362,14,01,02,000624
0700362,15,01,02,001560
0700362,16,01,01,000624
0700362,17,01,01,001248
0700362,18,01,02,000936
0700362,19,01,01,000624
0700362,20,01,01,000624
0700363,01,01,01,001525
0700363,02,01,01,000305
0700363,03,01,01,000610
0700363,04,01,01,000915
0700363,05,01,02,000610
0700363,07,01,01,000610
0700363,08,01,01,000915
0700363,09,01,02,000610
0700363,11,01,01,000305
0700363,12,01,02,001220
0700363,13,01,02,000610
0700363,14,01,02,000610
0700363,15,01,03,001220
0700363,17,01,01,001525
0700363,18,01,01,000610
0700363,20,01,01,000610
0700364,01,01,01,001240
0700364,02,01,02,000620
0700364,03,01,04,001240
0700364,04,01,05,001240
0700364,05,01,02,000620
0700364,06,01,02,000620
0700364,07,01,01,000310
0700364,08,01,01,000620
0700364,09,01,02,000620
0700364,10,01,01,000310
0700364,11,01,01,000310
0700364,12,01,02,000930
0700364,13,01,02,000930
0700364,14,01,01,000930
0700364,14,02,02,000620
0700364,14,03,01,000930
0700364,15,01,02,000620
0700364,16,01,02,000620
0700364,17,01,02,000620
0700364,18,01,01,000620
0700364,19,01,02,000620
0700364,20,01,01,000310
0700365,01,01,02,000616
0700365,02,01,02,000924
0700365,02,02,02,000616
0700365,03,01,02,000616
0700365,04,01,02,000616
0700365,05,01,01,000616
0700365,06,01,02,000616
0700365,07,01,01,000924
0700365,08,01,01,000308
0700365,09,01,02,000616
0700365,11,01,02,000616
0700365,11,02,01,000308
0700365,12,01,01,000616
0700365,14,01,02,001232
0700365,15,01,01,000924
0700365,16,01,01,000924
0700365,17,01,01,000616
0700365,18,01,01,000616
0700365,19,01,02,000616
0700365,20,01,02,000616
0700366,01,01,03,000921
0700366,02,01,03,000921
0700366,03,01,01,000614
0700366,04,01,02,000614
0700366,05,01,02,000614
0700366,07,01,02,000614
0700366,08,01,02,000614
0700366,09,01,01,000921
0700366,11,01,03,000921
0700366,12,01,02,001535
0700366,13,01,03,000921
0700366,14,01,02,000614
0700366,15,01,01,000307
0700366,16,01,01,000921
0700366,17,01,02,000614
0700366,18,01,06,000614
0700366,19,01,01,000307
0700366,20,01,01,000614
0700367,01,01,02,000602
0700367,02,01,01,000602
0700367,03,01,01,000602
0700367,04,01,01,000602
0700367,05,01,02,000602
0700367,06,01,02,000602
0700367,07,01,01,000602
0700367,08,01,01,000602
0700367,09,01,01,000602
0700367,11,01,03,000903
0700367,12,01,01,000602
0700367,13,01,01,000301
0700367,14,01,01,000301
0700367,15,01,02,000602
0700367,16,01,01,000602
0700367,18,01,01,000602
0700367,19,01,02,001505
0700367,20,01,01,000602
0700368,01,01,01,000510
0700368,02,01,02,000510
0700368,03,01,01,000510
0700368,04,01,02,000510
0700368,05,01,02,000510
0700368,06,01,04,000510
0700368,07,01,02,001020
0700368,08,01,01,000510
0700368,09,01,03,001020
0700368,10,01,01,000510
0700368,11,01,02,001020
0700368,12,01,01,000510
0700368,13,01,03,000765
0700368,14,01,01,000765
0700368,15,01,04,001275
0700368,16,01,01,000510
0700368,17,01,02,000510
0700368,18,01,09,002040
0700368,19,01,01,000510
0700368,20,01,01,000255
0700369,01,01,02,000574
0700369,02,01,04,001148
0700369,03,01,03,000861
0700369,05,01,01,001435
0700369,06,01,02,000861
0700369,07,01,01,001148
0700369,08,01,02,000574
0700369,09,01,02,000861
0700369,10,01,02,000574
0700369,11,01,01,000861
0700369,12,01,01,000861
0700369,13,01,02,000861
0700369,15,01,01,000861
0700369,16,01,01,000574
0700369,17,01,01,000861
0700369,18,01,02,000574
0700369,19,01,01,000287
0700369,20,01,03,000861
0700370,01,01,02,000921
0700370,02,01,01,000921
0700370,03,01,01,000614
0700370,04,01,01,000614
0700370,05,01,01,001228
0700370,06,01,03,000921
0700370,07,01,02,000614
0700370,08,01,01,000307
0700370,09,01,01,000614
0700370,10,01,02,000614
0700370,11,01,03,001228
0700370,12,01,01,000307
0700370,13,01,05,000921
0700370,14,01,01,000614
0700370,15,01,03,000921
0700370,16,01,01,000614
0700370,17,01,02,000921
0700370,18,01,03,000921
0700370,19,01,01,000307
0700370,20,01,04,001228
0700371,01,01,01,000921
0700371,02,01,01,000614
0700371,03,01,01,000614
0700371,04,01,01,000614
0700371,04,02,02,001535
0700371,05,01,01,000614
0700371,06,01,04,001535
0700371,07,01,01,000614
0700371,08,01,02,000614
0700371,09,01,02,000614
0700371,10,01,02,000614
0700371,11,01,01,000614
0700371,13,01,02,001228
0700371,14,01,01,000921
0700371,15,01,01,000614
0700371,16,01,02,000614
0700371,18,01,02,000614
0700371,19,01,01,000614
0700371,20,01,03,002149
0700372,01,01,01,000301
0700372,02,01,02,000602
0700372,03,01,02,000602
0700372,04,01,01,000602
0700372,05,01,01,001204
0700372,06,01,01,000602
0700372,07,01,01,000602
0700372,08,01,04,001505
0700372,09,01,01,000903
0700372,10,01,02,000602
0700372,11,01,01,000301
0700372,12,01,02,000602
0700372,13,01,02,000602
0700372,14,01,01,000903
0700372,15,01,04,001204
0700372,16,01,01,000602
0700372,17,01,03,001204
0700372,18,01,01,000602
0700372,19,01,02,000602
0700372,20,01,02,000602
0700373,01,01,01,000596
0700373,02,01,01,000596
0700373,03,01,01,000596
0700373,04,01,01,000298
0700373,05,01,01,000596
0700373,06,01,01,000298
0700373,07,01,01,000596
0700373,08,01,01,000596
0700373,09,01,03,001192
0700373,10,01,01,000596
0700373,10,02,01,000298
0700373,11,01,01,000596
0700373,12,01,01,000298
0700373,13,01,01,001192
0700373,14,01,01,001192
0700373,15,01,02,000596
0700373,16,01,01,000596
0700373,17,01,01,000298
0700373,18,01,01,000596
0700373,19,01,01,000596
0700373,20,01,01,000596
0700374,01,01,02,001540
0700374,02,01,03,001232
0700374,03,01,04,001540
0700374,04,01,01,000924
0700374,05,01,01,000924
0700374,06,01,02,000616
0700374,07,01,02,000616
0700374,08,01,01,000616
0700374,09,01,01,000616
0700374,10,01,02,000924
0700374,11,01,01,000924
0700374,12,01,04,001232
0700374,13,01,01,000616
0700374,14,01,01,000308
0700374,15,01,01,000616
0700374,16,01,02,000924
0700374,17,01,01,000308
0700374,18,01,02,000616
0700374,19,01,01,000924
0700374,20,01,01,000616
0700375,01,01,01,000608
0700375,02,01,02,000608
0700375,03,01,01,000912
0700375,04,01,01,000608
0700375,05,01,01,000608
0700375,06,01,01,000608
0700375,07,01,01,000304
0700375,09,01,02,000304
0700375,10,01,06,001824
0700375,11,01,01,000608
0700375,12,01,02,000608
0700375,13,01,02,000608
0700375,14,01,01,000304
0700375,15,01,01,001216
0700375,15,02,01,000304
0700375,18,01,02,000608
0700375,19,01,01,000304
0700375,20,01,02,000608
0700376,01,01,02,000404
0700376,02,01,02,000404
0700376,03,01,01,000202
0700376,04,01,01,000202
0700376,05,01,02,000404
0700376,06,01,02,000404
0700376,07,01,02,000404
0700376,08,01,01,000202
0700376,09,01,03,000404
0700376,10,01,02,000808
0700376,13,01,02,000404
0700376,14,01,02,000404
0700376,15,01,01,000404
0700376,17,01,02,000606
0700376,18,01,01,000202
0700376,19,01,02,000606
0700376,20,01,01,000404
0700377,01,01,01,000281
0700377,01,02,01,000562
0700377,02,01,02,000562
0700377,02,02,03,000843
0700377,03,01,03,001124
0700377,04,01,02,001124
0700377,05,01,02,000562
0700377,05,02,01,000562
0700377,06,01,02,000562
0700377,07,01,01,000281
0700377,08,01,01,000281
0700377,09,01,02,000562
0700377,11,01,04,001124
0700377,12,01,01,000562
0700377,13,01,01,000281
0700377,14,01,01,000562
0700377,15,01,01,000281
0700377,16,01,01,000281
0700377,17,01,02,000562
0700377,19,01,01,000281
0700377,20,01,02,000562
0700378,01,01,02,000440
0700378,02,01,01,000440
0700378,03,01,01,000880
0700378,04,01,01,000220
0700378,05,01,01,000440
0700378,06,01,01,000660
0700378,07,01,04,000880
0700378,08,01,03,000660
0700378,09,01,02,000440
0700378,10,01,02,000440
0700378,11,01,02,000660
0700378,12,01,02,000880
0700378,13,01,02,001100
0700378,14,01,01,000220
0700378,15,01,01,000440
0700378,16,01,01,000220
0700378,17,01,01,000440
0700378,18,01,01,000440
0700378,18,02,01,000440
0700378,19,01,02,000440
0700378,20,01,01,000220
0740011,01,01,02,001263
0740011,02,01,02,000842
0740011,03,01,01,001263
0740011,04,01,01,000842
0740011,05,01,02,000842
0740012,01,01,01,000602
0740012,02,01,03,000903
0740012,03,01,01,000602
0740012,04,01,01,000602
0740012,05,01,01,000301
0740019,01,01,02,001812
0740019,02,01,02,000906
0740019,03,01,01,000453
0740019,04,01,01,001359
0740022,01,01,02,001017
0740022,01,02,02,000678
0740022,02,01,02,001356
0740022,03,01,01,000339
0740022,04,01,01,000678
0740022,05,01,02,000678
0740025,01,01,03,001580
0740025,03,01,02,001185
0740025,03,02,01,000395
0740025,04,01,01,000790
0740025,05,01,02,002370
0740031,01,01,03,002779
0740031,02,01,03,001191
0740031,03,01,02,001588
0740031,04,01,01,000794
0740031,05,01,02,000794
0740036,01,01,01,000896
0740036,02,01,02,000896
0740036,03,01,02,001344
0740036,04,01,03,001344
0740036,05,01,04,000448
0740046,01,01,02,001305
0740046,02,01,01,000870
0740046,04,01,04,002175
0740046,05,01,01,000435
0740048,01,01,01,000810
0740048,02,01,04,002025
0740048,03,01,01,000810
0740048,04,01,02,000810
0740048,05,01,01,001215
0740052,01,01,03,001362
0740052,02,01,02,000908
0740052,03,01,01,000908
0740052,03,02,01,000454
0740052,04,01,01,000908
0740052,05,01,01,000908
0740062,01,01,02,000672
0740062,02,01,01,000336
0740062,03,01,04,001344
0740062,04,01,02,000672
0740062,05,01,02,000672
0740064,01,01,03,001350
0740064,02,01,01,000450
0740064,03,01,02,000900
0740064,04,01,01,001350
0740064,05,01,03,001350
0740066,02,01,01,000838
0740066,05,01,01,001676
0740071,01,01,07,000872
0740071,01,02,03,001308
0740071,03,01,02,000872
0740071,04,01,03,001308
0740071,05,01,03,001744
0740073,01,01,01,000820
0740073,02,01,01,001640
0740073,03,01,01,002050
0740073,05,01,02,000820
0740079,02,01,02,000690
0740079,03,01,02,000690
0740080,01,01,02,001536
0740080,02,01,03,001152
0740080,03,01,02,001152
0740080,04,01,02,001152
0740080,05,01,01,001536
0740081,01,01,01,000409
0740081,02,01,04,001636
0740081,03,01,02,001227
0740081,04,01,04,001636
0740081,05,01,01,000409
0740086,01,01,03,001530
0740086,02,01,04,001224
0740086,03,01,01,000918
0740086,04,01,01,001224
0740086,05,01,02,000612
0740087,03,01,01,000371
0740087,04,01,01,001113
0740087,05,01,02,000742
0740088,02,01,02,000758
0740088,04,01,01,000758
0740088,04,02,01,000758
0740088,05,01,02,001137
